# checkpoint=results/morph_warmup/random/N1500/seed0/morphgse_best.pth
# n_pairs=1000, seed=42
# median_ratio=0.4211  bootstrap_ci95=[0.4000, 0.4500]  n_boot=1000
idx,shot_id,iters_cold,iters_warm,ratio,t_cold_s,t_warm_s,converged_cold,converged_warm,converged_both,psi_consistent
19,11815,15,0,0.0,1.576,0.541,True,False,False,False
21,11815,17,17,1.0,1.739,2.14,True,True,True,True
24,11816,50,36,0.72,5.574,2.745,True,True,True,False
26,11816,16,9,0.5625,1.48,0.983,True,True,True,True
27,11816,20,6,0.3,2.515,0.875,True,True,True,True
29,11816,21,8,0.38095238095238093,2.287,1.187,True,True,True,True
34,11816,18,14,0.7777777777777778,2.107,1.66,True,True,True,True
39,11816,19,11,0.5789473684210527,2.422,1.297,True,True,True,True
53,11818,14,6,0.42857142857142855,1.331,0.629,True,True,True,True
54,11818,14,4,0.2857142857142857,1.021,0.616,True,True,True,True
56,11818,14,8,0.5714285714285714,1.714,0.987,True,True,True,False
65,11840,16,6,0.375,1.872,0.744,True,True,True,True
71,11840,19,10,0.5263157894736842,1.675,1.198,True,True,True,True
73,11840,26,20,0.7692307692307693,3.342,2.303,True,True,True,True
75,11840,19,7,0.3684210526315789,2.047,0.79,True,True,True,True
85,11840,16,0,0.0,1.723,0.596,True,False,False,False
86,11840,19,4,0.21052631578947367,2.418,0.72,True,True,True,True
88,11840,16,6,0.375,2.125,1.093,True,True,True,True
89,11840,15,8,0.5333333333333333,1.362,0.905,True,True,True,True
102,12089,16,9,0.5625,2.03,1.154,True,True,True,True
107,12089,14,5,0.35714285714285715,1.377,0.808,True,True,True,False
117,12089,-1,-1,nan,0.0,0.0,False,False,False,
129,12100,22,4,0.18181818181818182,2.999,0.715,True,True,True,True
130,12100,23,3,0.13043478260869565,3.06,0.519,True,True,True,True
132,12100,17,14,0.8235294117647058,1.839,1.262,True,True,True,True
140,12101,23,9,0.391304347826087,2.873,1.528,True,True,True,False
