# checkpoint=results/morph_Ti_adapted/pretrained_frozen/seed0/morphgse_best.pth
# n_pairs=1000, seed=42
# median_ratio=0.3636  bootstrap_ci95=[0.3478, 0.3889]  n_boot=1000
idx,shot_id,iters_cold,iters_warm,ratio,t_cold_s,t_warm_s,converged_cold,converged_warm,converged_both,psi_consistent
19,11815,15,16,1.0666666666666667,1.792,4.008,True,True,True,True
21,11815,17,10,0.5882352941176471,1.987,1.513,True,True,True,True
24,11816,50,0,0.0,7.408,0.546,True,False,False,False
26,11816,16,4,0.25,1.61,0.542,True,True,True,True
27,11816,20,14,0.7,2.93,2.12,True,True,True,True
29,11816,21,0,0.0,3.08,0.566,True,False,False,False
34,11816,18,3,0.16666666666666666,1.531,0.553,True,True,True,True
39,11816,19,19,1.0,2.263,2.828,True,True,True,True
53,11818,14,0,0.0,1.455,0.659,True,False,False,False
54,11818,14,10,0.7142857142857143,1.49,0.879,True,True,True,False
56,11818,14,5,0.35714285714285715,1.394,0.732,True,True,True,False
65,11840,16,9,0.5625,2.07,1.913,True,True,True,False
71,11840,19,11,0.5789473684210527,2.927,1.806,True,True,True,True
73,11840,26,4,0.15384615384615385,3.425,0.543,True,True,True,True
75,11840,19,8,0.42105263157894735,2.582,1.367,True,True,True,True
85,11840,16,0,0.0,2.241,0.631,True,False,False,False
86,11840,19,4,0.21052631578947367,3.045,0.845,True,True,True,True
88,11840,16,7,0.4375,2.946,1.026,True,True,True,True
89,11840,15,4,0.26666666666666666,1.633,0.706,True,True,True,True
102,12089,16,6,0.375,2.107,0.941,True,True,True,True
107,12089,14,8,0.5714285714285714,1.655,1.282,True,True,True,False
117,12089,22,11,0.5,2.484,1.933,True,True,True,True
129,12100,22,5,0.22727272727272727,2.427,0.851,True,True,True,True
130,12100,23,10,0.43478260869565216,2.459,1.554,True,True,True,True
132,12100,17,7,0.4117647058823529,1.747,1.479,True,True,True,True
140,12101,23,8,0.34782608695652173,2.519,1.665,True,True,True,True
143,12101,17,9,0.5294117647058824,2.325,1.728,True,True,True,True
149,12150,20,4,0.2,2.761,1.099,True,True,True,False
151,12150,24,3,0.125,3.157,0.528,True,True,True,True
162,12321,84,0,0.0,6.937,0.568,True,False,False,False
166,12321,28,5,0.17857142857142858,3.956,0.793,True,True,True,True
180,12426,20,4,0.2,2.296,0.439,True,True,True,True
181,12426,19,12,0.631578947368421,2.311,2.389,True,True,True,False
183,12426,19,7,0.3684210526315789,2.63,1.521,True,True,True,False
193,12483,19,8,0.42105263157894735,1.793,1.169,True,True,True,True
197,12524,18,6,0.3333333333333333,2.127,0.475,True,True,True,False
208,12534,19,4,0.21052631578947367,2.48,0.684,True,True,True,True
218,12534,27,8,0.2962962962962963,5.417,1.27,True,True,True,True
220,12534,-1,-1,nan,0.0,0.0,False,False,False,
222,12551,32,24,0.75,3.743,2.72,True,True,True,True
224,12551,19,7,0.3684210526315789,2.296,1.494,True,True,True,False
232,12551,19,9,0.47368421052631576,2.694,0.908,True,True,True,False
235,12551,13,8,0.6153846153846154,1.643,1.009,True,True,True,True
241,12551,18,6,0.3333333333333333,2.203,1.276,True,True,True,True
248,12776,16,16,1.0,1.302,1.834,True,True,True,True
251,12776,29,10,0.3448275862068966,4.416,1.67,True,True,True,True
255,12776,28,17,0.6071428571428571,4.128,2.438,True,True,True,True
258,12790,34,20,0.5882352941176471,4.521,1.866,True,True,True,True
261,12790,17,5,0.29411764705882354,2.539,0.781,True,True,True,True
273,12798,17,3,0.17647058823529413,1.834,0.648,True,True,True,True
278,12798,18,3,0.16666666666666666,1.734,0.481,True,True,True,True
284,12798,17,4,0.23529411764705882,3.032,0.97,True,True,True,False
299,12804,20,6,0.3,3.306,1.435,True,True,True,True
307,12839,18,7,0.3888888888888889,2.545,0.897,True,True,True,True
312,12839,15,17,1.1333333333333333,1.696,3.06,True,True,True,False
315,12863,17,12,0.7058823529411765,2.385,1.656,True,True,True,True
319,12863,18,0,0.0,1.77,0.646,True,False,False,False
325,12863,15,4,0.26666666666666666,1.754,0.689,True,True,True,True
326,12863,15,5,0.3333333333333333,1.624,0.882,True,True,True,True
329,12863,16,5,0.3125,1.891,0.762,True,True,True,True
331,12863,27,7,0.25925925925925924,5.542,0.8,True,True,True,True
337,12906,22,6,0.2727272727272727,2.556,0.688,True,True,True,True
340,12906,20,8,0.4,2.277,0.975,True,True,True,False
343,12906,25,7,0.28,3.411,1.167,True,True,True,True
