# checkpoint=results/morph_adapted_warmup/pretrained_warmup_llrd_N5000_seed42/morphgse_best.pth
# n_pairs=1000, seed=42
# median_ratio=0.3158  bootstrap_ci95=[0.2941, 0.3333]  n_boot=1000
idx,shot_id,iters_cold,iters_warm,ratio,t_cold_s,t_warm_s,converged_cold,converged_warm,converged_both,psi_consistent
19,11815,15,11,0.7333333333333333,2.439,1.452,True,True,True,True
21,11815,17,5,0.29411764705882354,2.279,0.895,True,True,True,True
24,11816,50,0,0.0,5.704,0.573,True,False,False,False
26,11816,16,7,0.4375,1.437,0.71,True,True,True,True
27,11816,20,6,0.3,2.533,0.929,True,True,True,True
29,11816,21,4,0.19047619047619047,2.392,0.884,True,True,True,True
34,11816,18,12,0.6666666666666666,1.83,2.204,True,True,True,False
39,11816,19,7,0.3684210526315789,2.01,1.111,True,True,True,True
53,11818,14,4,0.2857142857142857,1.626,0.717,True,True,True,True
54,11818,14,5,0.35714285714285715,1.491,1.2,True,True,True,True
56,11818,14,11,0.7857142857142857,1.365,1.443,True,True,True,True
65,11840,16,16,1.0,2.342,2.033,True,True,True,False
71,11840,19,5,0.2631578947368421,2.355,0.74,True,True,True,True
73,11840,26,8,0.3076923076923077,3.753,1.344,True,True,True,True
75,11840,19,8,0.42105263157894735,1.809,1.328,True,True,True,True
85,11840,16,5,0.3125,2.301,0.64,True,True,True,False
86,11840,19,4,0.21052631578947367,2.761,0.913,True,True,True,True
88,11840,16,5,0.3125,3.309,1.413,True,True,True,True
89,11840,-1,-1,nan,0.0,0.0,False,False,False,
102,12089,16,7,0.4375,1.939,1.132,True,True,True,True
107,12089,14,5,0.35714285714285715,1.423,0.736,True,True,True,True
117,12089,22,2,0.09090909090909091,2.402,0.613,True,True,True,True
129,12100,22,0,0.0,2.754,0.839,True,False,False,False
130,12100,23,0,0.0,2.111,0.42,True,False,False,False
132,12100,17,0,0.0,1.719,0.647,True,False,False,False
140,12101,23,4,0.17391304347826086,2.844,0.71,True,True,True,False
143,12101,17,13,0.7647058823529411,3.026,2.422,True,True,True,True
149,12150,20,4,0.2,2.333,0.813,True,True,True,False
151,12150,24,10,0.4166666666666667,3.807,1.361,True,True,True,True
162,12321,84,0,0.0,7.758,0.624,True,False,False,False
166,12321,28,23,0.8214285714285714,5.307,3.137,True,True,True,True
180,12426,20,4,0.2,2.617,0.878,True,True,True,True
181,12426,19,3,0.15789473684210525,2.125,0.818,True,True,True,False
183,12426,19,6,0.3157894736842105,2.205,1.201,True,True,True,True
193,12483,19,12,0.631578947368421,2.572,1.336,True,True,True,True
197,12524,18,4,0.2222222222222222,2.194,0.561,True,True,True,True
208,12534,19,5,0.2631578947368421,2.568,0.896,True,True,True,True
218,12534,27,4,0.14814814814814814,4.196,0.859,True,True,True,False
220,12534,27,2,0.07407407407407407,4.169,0.56,True,True,True,True
222,12551,-1,-1,nan,0.0,0.0,False,False,False,
224,12551,19,4,0.21052631578947367,2.208,0.66,True,True,True,True
232,12551,19,4,0.21052631578947367,3.525,0.665,True,True,True,False
235,12551,13,3,0.23076923076923078,1.268,0.685,True,True,True,True
241,12551,18,5,0.2777777777777778,1.637,0.737,True,True,True,True
248,12776,16,7,0.4375,1.677,1.033,True,True,True,True
251,12776,29,0,0.0,4.35,0.571,True,False,False,False
255,12776,28,9,0.32142857142857145,4.793,1.361,True,True,True,True
258,12790,-1,-1,nan,0.0,0.0,False,False,False,
261,12790,17,4,0.23529411764705882,1.898,0.913,True,True,True,True
273,12798,17,4,0.23529411764705882,2.023,0.818,True,True,True,False
278,12798,18,4,0.2222222222222222,2.233,0.85,True,True,True,True
284,12798,17,14,0.8235294117647058,2.734,2.46,True,True,True,True
299,12804,20,9,0.45,2.998,2.215,True,True,True,True
307,12839,18,3,0.16666666666666666,2.593,0.718,True,True,True,True
312,12839,15,8,0.5333333333333333,1.5,1.251,True,True,True,True
315,12863,17,6,0.35294117647058826,2.222,0.903,True,True,True,False
319,12863,18,7,0.3888888888888889,1.602,0.803,True,True,True,True
325,12863,-1,-1,nan,0.0,0.0,False,False,False,
326,12863,15,6,0.4,1.703,0.951,True,True,True,False
329,12863,16,6,0.375,2.179,1.497,True,True,True,True
331,12863,-1,-1,nan,0.0,0.0,False,False,False,
337,12906,22,5,0.22727272727272727,3.26,0.602,True,True,True,False
340,12906,20,4,0.2,1.781,0.439,True,True,True,False
343,12906,25,3,0.12,3.318,0.876,True,True,True,True
344,12936,44,0,0.0,3.732,0.622,True,False,False,False
345,12936,20,4,0.2,2.727,0.648,True,True,True,True
364,12959,16,2,0.125,1.924,0.705,True,True,True,True
365,12959,20,3,0.15,2.739,0.695,True,True,True,True
366,12961,57,0,0.0,6.679,0.381,True,False,False,False
369,12961,17,3,0.17647058823529413,1.548,0.653,True,True,True,True
373,12961,16,5,0.3125,1.61,0.526,True,True,True,False
380,13012,-1,-1,nan,0.0,0.0,False,False,False,
381,13012,20,4,0.2,2.592,0.98,True,True,True,True
384,13012,17,5,0.29411764705882354,1.556,0.843,True,True,True,True
390,13012,27,6,0.2222222222222222,4.077,0.917,True,True,True,False
392,13012,15,4,0.26666666666666666,2.313,0.687,True,True,True,False
395,13014,16,6,0.375,1.681,0.649,True,True,True,True
405,13014,20,0,0.0,2.946,0.667,True,False,False,False
406,13014,19,16,0.8421052631578947,1.822,0.966,True,True,True,True
412,13014,30,0,0.0,4.966,0.591,True,False,False,False
414,13014,14,0,0.0,1.77,0.58,True,False,False,False
419,13016,17,15,0.8823529411764706,1.459,1.832,True,True,True,True
420,13016,17,4,0.23529411764705882,2.031,1.382,True,True,True,False
425,13029,17,0,0.0,1.818,0.579,True,False,False,False
428,13029,28,6,0.21428571428571427,2.923,0.528,True,True,True,True
430,13029,19,0,0.0,3.193,0.651,True,False,False,False
432,13058,-1,-1,nan,0.0,0.0,False,False,False,
436,13058,23,14,0.6086956521739131,2.395,1.449,True,True,True,True
439,13103,35,0,0.0,3.726,0.415,True,False,False,False
441,13103,16,5,0.3125,1.956,0.737,True,True,True,False
451,13103,18,8,0.4444444444444444,2.968,1.829,True,True,True,True
452,13103,25,6,0.24,3.1,1.202,True,True,True,True
454,13103,16,3,0.1875,1.86,0.696,True,True,True,True
455,13103,27,6,0.2222222222222222,3.893,0.768,True,True,True,True
466,13115,25,14,0.56,4.188,2.138,True,True,True,True
471,13224,22,9,0.4090909090909091,3.734,1.419,True,True,True,True
472,13224,16,10,0.625,1.647,1.392,True,True,True,True
473,13224,22,10,0.45454545454545453,2.979,1.046,True,True,True,False
476,13224,16,10,0.625,1.978,1.364,True,True,True,True
481,13224,23,7,0.30434782608695654,3.426,0.885,True,True,True,True
484,13292,27,20,0.7407407407407407,4.05,2.653,True,True,True,True
493,13292,15,3,0.2,1.776,0.737,True,True,True,True
494,13292,16,10,0.625,1.73,1.289,True,True,True,True
496,13292,15,3,0.2,1.542,0.607,True,True,True,False
506,13327,16,3,0.1875,2.192,0.734,True,True,True,False
513,13327,24,19,0.7916666666666666,3.051,2.431,True,True,True,False
515,13327,27,10,0.37037037037037035,3.269,1.733,True,True,True,True
524,13358,27,5,0.18518518518518517,4.134,0.911,True,True,True,True
525,13358,25,0,0.0,3.078,0.776,True,False,False,False
528,13358,-1,-1,nan,0.0,0.0,False,False,False,
536,13406,16,10,0.625,1.715,1.662,True,True,True,False
541,13406,20,9,0.45,2.548,1.503,True,True,True,True
542,13406,15,9,0.6,1.405,0.835,True,True,True,True
543,13406,15,1,0.06666666666666667,1.998,0.586,True,False,False,False
545,13406,15,6,0.4,1.921,0.903,True,True,True,True
546,13406,13,0,0.0,1.439,0.577,True,False,False,False
548,13419,28,17,0.6071428571428571,2.865,1.611,True,True,True,True
556,13419,17,4,0.23529411764705882,2.431,0.84,True,True,True,False
563,13419,26,10,0.38461538461538464,4.275,0.989,True,True,True,False
564,13419,39,8,0.20512820512820512,4.977,1.031,True,True,True,True
565,13419,19,5,0.2631578947368421,2.52,0.534,True,True,True,True
566,13419,18,4,0.2222222222222222,1.875,0.583,True,True,True,True
571,13452,32,12,0.375,4.648,1.317,True,True,True,True
573,13452,23,5,0.21739130434782608,3.57,1.121,True,True,True,False
578,13452,26,5,0.19230769230769232,3.409,0.854,True,True,True,False
585,13729,-1,-1,nan,0.0,0.0,False,False,False,
595,13729,-1,-1,nan,0.0,0.0,False,False,False,
596,13729,19,11,0.5789473684210527,2.391,2.085,True,True,True,True
598,13729,14,6,0.42857142857142855,1.41,0.824,True,True,True,True
601,13729,20,7,0.35,3.596,1.347,True,True,True,True
602,13729,14,4,0.2857142857142857,1.424,0.849,True,True,True,True
608,13729,19,8,0.42105263157894735,2.339,1.449,True,True,True,True
609,13729,21,5,0.23809523809523808,1.924,1.085,True,True,True,True
610,13729,16,4,0.25,1.519,0.74,True,True,True,True
611,13729,17,5,0.29411764705882354,1.837,0.702,True,True,True,True
617,13951,48,0,0.0,4.611,0.651,True,False,False,False
618,13951,29,0,0.0,4.76,0.762,True,False,False,False
619,13951,20,0,0.0,2.438,0.619,True,False,False,False
620,13951,25,9,0.36,2.646,1.098,True,True,True,True
635,14009,19,5,0.2631578947368421,2.027,1.011,True,True,True,False
639,14009,20,0,0.0,2.191,0.558,True,False,False,False
642,14009,15,7,0.4666666666666667,1.993,0.832,True,True,True,True
644,14009,16,7,0.4375,2.088,0.692,True,True,True,True
651,14009,16,4,0.25,2.411,0.688,True,True,True,True
653,14231,-1,-1,nan,0.0,0.0,False,False,False,
659,14231,20,6,0.3,2.713,1.192,True,True,True,False
665,14231,15,5,0.3333333333333333,1.341,0.664,True,True,True,False
668,14308,17,0,0.0,1.803,0.523,True,False,False,False
672,14308,18,4,0.2222222222222222,1.684,0.687,True,True,True,True
