# checkpoint=results/morph_adapted_warmup/random_warmup_llrd_N5000_seed42/morphgse_best.pth
# n_pairs=1000, seed=42
# median_ratio=0.3125  bootstrap_ci95=[0.3000, 0.3333]  n_boot=1000
idx,shot_id,iters_cold,iters_warm,ratio,t_cold_s,t_warm_s,converged_cold,converged_warm,converged_both,psi_consistent
19,11815,15,5,0.3333333333333333,1.703,1.016,True,True,True,True
21,11815,17,6,0.35294117647058826,2.101,0.769,True,True,True,True
24,11816,50,0,0.0,6.207,0.411,True,False,False,False
26,11816,16,15,0.9375,1.527,2.929,True,True,True,True
27,11816,20,10,0.5,2.286,1.041,True,True,True,True
29,11816,21,0,0.0,3.591,0.587,True,False,False,False
34,11816,18,8,0.4444444444444444,1.969,1.503,True,True,True,True
39,11816,19,9,0.47368421052631576,3.321,1.947,True,True,True,True
53,11818,14,6,0.42857142857142855,1.411,1.272,True,True,True,True
54,11818,14,7,0.5,1.464,0.744,True,True,True,False
56,11818,14,9,0.6428571428571429,1.727,1.511,True,True,True,False
65,11840,16,6,0.375,2.179,0.996,True,True,True,True
71,11840,19,0,0.0,1.945,0.421,True,False,False,False
73,11840,26,5,0.19230769230769232,3.438,0.641,True,True,True,True
75,11840,19,12,0.631578947368421,1.489,1.625,True,True,True,True
85,11840,16,3,0.1875,1.323,0.467,True,True,True,True
86,11840,19,3,0.15789473684210525,3.203,0.749,True,True,True,True
88,11840,-1,-1,nan,0.0,0.0,False,False,False,
89,11840,15,3,0.2,1.58,0.738,True,True,True,True
102,12089,16,11,0.6875,2.37,1.232,True,True,True,True
107,12089,14,5,0.35714285714285715,1.016,0.492,True,True,True,False
117,12089,22,4,0.18181818181818182,2.771,0.761,True,True,True,True
129,12100,22,6,0.2727272727272727,3.029,0.62,True,True,True,True
130,12100,23,0,0.0,2.714,0.771,True,False,False,False
132,12100,17,5,0.29411764705882354,1.617,0.942,True,True,True,True
140,12101,23,0,0.0,2.605,0.685,True,False,False,False
143,12101,17,8,0.47058823529411764,2.213,1.778,True,True,True,True
149,12150,20,7,0.35,2.844,1.649,True,True,True,True
151,12150,24,5,0.20833333333333334,3.425,0.546,True,True,True,True
162,12321,84,0,0.0,5.752,0.372,True,False,False,False
166,12321,28,24,0.8571428571428571,4.203,3.198,True,True,True,True
180,12426,20,6,0.3,2.836,0.895,True,True,True,False
181,12426,19,6,0.3157894736842105,1.735,0.643,True,True,True,True
183,12426,19,8,0.42105263157894735,2.159,1.128,True,True,True,True
193,12483,19,13,0.6842105263157895,2.582,1.845,True,True,True,True
197,12524,18,5,0.2777777777777778,2.162,0.746,True,True,True,False
208,12534,19,3,0.15789473684210525,2.297,0.696,True,True,True,True
218,12534,27,5,0.18518518518518517,5.414,0.651,True,True,True,True
220,12534,27,27,1.0,3.579,4.237,True,True,True,True
222,12551,32,0,0.0,3.45,0.565,True,False,False,False
224,12551,19,3,0.15789473684210525,1.956,0.691,True,True,True,True
232,12551,-1,-1,nan,0.0,0.0,False,False,False,
235,12551,13,2,0.15384615384615385,1.937,0.561,True,True,True,False
241,12551,18,5,0.2777777777777778,2.514,0.751,True,True,True,True
248,12776,16,3,0.1875,2.796,0.941,True,True,True,True
251,12776,29,0,0.0,4.204,0.458,True,False,False,False
255,12776,28,6,0.21428571428571427,3.907,1.251,True,True,True,True
258,12790,34,0,0.0,4.026,0.92,True,False,False,False
261,12790,17,2,0.11764705882352941,1.794,0.946,True,True,True,True
273,12798,17,6,0.35294117647058826,1.578,0.659,True,True,True,True
278,12798,18,3,0.16666666666666666,1.989,0.574,True,True,True,True
284,12798,17,3,0.17647058823529413,3.269,0.911,True,True,True,True
299,12804,20,9,0.45,3.754,1.433,True,True,True,True
307,12839,18,4,0.2222222222222222,2.775,0.928,True,True,True,True
312,12839,15,5,0.3333333333333333,2.779,1.152,True,True,True,True
315,12863,17,0,0.0,1.899,0.837,True,False,False,False
319,12863,18,2,0.1111111111111111,1.633,0.434,True,True,True,True
325,12863,15,5,0.3333333333333333,1.277,0.595,True,True,True,True
326,12863,15,2,0.13333333333333333,2.524,0.704,True,True,True,True
329,12863,16,5,0.3125,2.072,0.656,True,True,True,True
331,12863,27,13,0.48148148148148145,4.234,2.003,True,True,True,True
337,12906,22,6,0.2727272727272727,2.597,0.804,True,True,True,True
340,12906,20,4,0.2,2.109,1.015,True,True,True,True
343,12906,25,11,0.44,2.247,1.332,True,True,True,True
344,12936,44,0,0.0,4.063,0.453,True,False,False,False
345,12936,20,3,0.15,2.913,0.595,True,True,True,True
364,12959,16,4,0.25,2.414,0.874,True,True,True,True
