# checkpoint=results/upsamp_warmup/pretrained/N6000/seed42/morphgse_best.pth
# n_pairs=1000, seed=42
# median_ratio=0.3571  bootstrap_ci95=[0.3333, 0.3828]  n_boot=1000
idx,shot_id,iters_cold,iters_warm,ratio,t_cold_s,t_warm_s,converged_cold,converged_warm,converged_both,psi_consistent
19,11815,15,10,0.6666666666666666,1.8,1.797,True,True,True,False
21,11815,17,5,0.29411764705882354,1.839,0.819,True,True,True,False
24,11816,50,0,0.0,5.139,0.6,True,False,False,False
26,11816,16,6,0.375,1.051,0.551,True,True,True,True
27,11816,20,16,0.8,2.796,3.006,True,True,True,True
29,11816,21,6,0.2857142857142857,2.019,0.582,True,True,True,True
34,11816,18,6,0.3333333333333333,1.928,1.244,True,True,True,True
39,11816,19,4,0.21052631578947367,2.16,0.873,True,True,True,True
53,11818,-1,-1,nan,0.0,0.0,False,False,False,
54,11818,14,4,0.2857142857142857,1.246,0.645,True,True,True,True
56,11818,14,7,0.5,1.372,0.953,True,True,True,False
65,11840,16,5,0.3125,1.314,0.796,True,True,True,False
71,11840,19,5,0.2631578947368421,2.119,0.856,True,True,True,True
73,11840,26,6,0.23076923076923078,3.143,1.047,True,True,True,True
75,11840,19,4,0.21052631578947367,2.407,0.757,True,True,True,True
85,11840,16,3,0.1875,1.654,0.571,True,True,True,True
86,11840,19,6,0.3157894736842105,2.199,0.95,True,True,True,True
88,11840,16,3,0.1875,2.157,0.639,True,True,True,False
89,11840,15,3,0.2,1.539,0.54,True,True,True,False
102,12089,16,-1,nan,1.384,0.0,True,False,False,
107,12089,14,4,0.2857142857142857,1.313,0.597,True,True,True,True
117,12089,22,9,0.4090909090909091,2.305,1.215,True,True,True,True
129,12100,22,42,1.9090909090909092,2.213,4.251,True,True,True,False
130,12100,23,9,0.391304347826087,2.864,1.37,True,True,True,True
132,12100,17,3,0.17647058823529413,1.166,0.414,True,True,True,True
140,12101,23,9,0.391304347826087,2.182,1.235,True,True,True,True
143,12101,17,11,0.6470588235294118,2.012,1.993,True,True,True,True
149,12150,20,4,0.2,2.086,0.832,True,True,True,True
151,12150,-1,-1,nan,0.0,0.0,False,False,False,
162,12321,84,0,0.0,6.488,0.416,True,False,False,False
166,12321,28,0,0.0,4.582,0.63,True,False,False,False
180,12426,20,5,0.25,1.461,0.452,True,True,True,False
181,12426,19,7,0.3684210526315789,1.669,1.303,True,True,True,False
183,12426,19,6,0.3157894736842105,2.248,0.712,True,True,True,False
193,12483,19,12,0.631578947368421,2.27,1.385,True,True,True,True
197,12524,18,14,0.7777777777777778,1.89,1.639,True,True,True,True
208,12534,19,9,0.47368421052631576,1.706,1.031,True,True,True,True
218,12534,27,7,0.25925925925925924,4.357,1.022,True,True,True,False
220,12534,27,5,0.18518518518518517,3.432,0.824,True,True,True,False
222,12551,32,0,0.0,3.362,0.448,True,False,False,False
224,12551,19,13,0.6842105263157895,2.224,1.847,True,True,True,True
232,12551,19,6,0.3157894736842105,2.331,0.795,True,True,True,False
235,12551,13,2,0.15384615384615385,1.225,0.423,True,True,True,False
241,12551,18,12,0.6666666666666666,2.115,2.12,True,True,True,False
248,12776,16,17,1.0625,1.359,2.056,True,True,True,False
251,12776,29,0,0.0,4.306,0.467,True,False,False,False
255,12776,28,5,0.17857142857142858,4.682,0.678,True,True,True,True
258,12790,34,0,0.0,3.694,0.68,True,False,False,False
261,12790,17,6,0.35294117647058826,1.749,0.862,True,True,True,True
273,12798,17,11,0.6470588235294118,1.534,1.683,True,True,True,True
278,12798,18,5,0.2777777777777778,1.828,0.822,True,True,True,True
284,12798,17,5,0.29411764705882354,1.866,0.507,True,True,True,True
299,12804,20,5,0.25,2.185,0.851,True,True,True,True
307,12839,18,6,0.3333333333333333,2.321,0.875,True,True,True,True
312,12839,15,4,0.26666666666666666,1.528,0.851,True,True,True,True
315,12863,17,4,0.23529411764705882,1.42,0.782,True,True,True,True
319,12863,18,4,0.2222222222222222,1.929,0.981,True,True,True,True
325,12863,15,6,0.4,1.592,1.244,True,True,True,True
326,12863,-1,-1,nan,0.0,0.0,False,False,False,
329,12863,16,6,0.375,1.671,0.89,True,True,True,True
331,12863,27,11,0.4074074074074074,4.957,1.304,True,True,True,True
337,12906,22,6,0.2727272727272727,3.031,0.713,True,True,True,True
340,12906,20,10,0.5,2.02,0.965,True,True,True,True
343,12906,25,9,0.36,3.377,1.202,True,True,True,True
344,12936,44,0,0.0,4.167,0.705,True,False,False,False
345,12936,20,8,0.4,2.373,0.824,True,True,True,True
364,12959,16,5,0.3125,1.573,0.883,True,True,True,True
365,12959,20,4,0.2,2.334,0.496,True,True,True,True
366,12961,57,0,0.0,6.239,0.396,True,False,False,False
369,12961,17,5,0.29411764705882354,1.639,0.7,True,True,True,True
373,12961,16,13,0.8125,1.705,1.683,True,True,True,False
380,13012,28,0,0.0,3.019,0.42,True,False,False,False
381,13012,20,9,0.45,2.394,1.664,True,True,True,True
384,13012,17,5,0.29411764705882354,1.418,0.845,True,True,True,True
390,13012,27,8,0.2962962962962963,2.802,0.818,True,True,True,False
392,13012,15,9,0.6,1.351,0.887,True,True,True,True
395,13014,16,6,0.375,1.12,0.433,True,True,True,True
405,13014,20,10,0.5,2.402,0.73,True,True,True,False
406,13014,19,11,0.5789473684210527,2.015,0.791,True,True,True,False
412,13014,30,0,0.0,5.606,0.414,True,False,False,False
414,13014,-1,-1,nan,0.0,0.0,False,False,False,
419,13016,-1,-1,nan,0.0,0.0,False,False,False,
420,13016,17,9,0.5294117647058824,1.876,1.211,True,True,True,False
425,13029,17,5,0.29411764705882354,1.809,0.825,True,True,True,True
428,13029,28,3,0.10714285714285714,3.199,0.894,True,True,True,True
430,13029,19,3,0.15789473684210525,2.413,0.487,True,True,True,False
432,13058,16,6,0.375,1.398,0.827,True,True,True,True
436,13058,23,10,0.43478260869565216,2.212,1.399,True,True,True,True
439,13103,35,0,0.0,2.754,0.378,True,False,False,False
441,13103,16,9,0.5625,1.884,1.492,True,True,True,True
