# checkpoint=results/upsamp_warmup/random/N2000/seed42/morphgse_best.pth
# n_pairs=1000, seed=42
# median_ratio=0.3846  bootstrap_ci95=[0.3684, 0.4000]  n_boot=1000
idx,shot_id,iters_cold,iters_warm,ratio,t_cold_s,t_warm_s,converged_cold,converged_warm,converged_both,psi_consistent
19,11815,15,19,1.2666666666666666,1.718,3.451,True,True,True,True
21,11815,17,5,0.29411764705882354,1.959,0.73,True,True,True,True
24,11816,50,0,0.0,4.615,0.385,True,False,False,False
26,11816,16,5,0.3125,1.34,0.558,True,True,True,True
27,11816,20,13,0.65,2.179,1.714,True,True,True,True
29,11816,21,8,0.38095238095238093,2.368,0.724,True,True,True,False
34,11816,18,6,0.3333333333333333,1.68,1.164,True,True,True,True
39,11816,19,14,0.7368421052631579,1.817,2.224,True,True,True,True
53,11818,14,4,0.2857142857142857,1.204,0.513,True,True,True,True
54,11818,14,5,0.35714285714285715,1.368,0.729,True,True,True,False
56,11818,-1,-1,nan,0.0,0.0,False,False,False,
65,11840,16,8,0.5,2.167,1.202,True,True,True,False
71,11840,19,9,0.47368421052631576,1.685,1.039,True,True,True,True
73,11840,26,9,0.34615384615384615,3.709,1.504,True,True,True,True
75,11840,19,5,0.2631578947368421,2.057,1.207,True,True,True,False
85,11840,16,8,0.5,1.637,1.377,True,True,True,False
86,11840,19,4,0.21052631578947367,2.502,0.649,True,True,True,True
88,11840,-1,-1,nan,0.0,0.0,False,False,False,
89,11840,15,7,0.4666666666666667,1.502,1.016,True,True,True,True
102,12089,16,6,0.375,2.015,0.823,True,True,True,True
107,12089,14,13,0.9285714285714286,1.331,1.339,True,True,True,False
117,12089,22,9,0.4090909090909091,1.81,1.632,True,True,True,False
129,12100,22,16,0.7272727272727273,2.435,2.51,True,True,True,True
130,12100,23,12,0.5217391304347826,2.734,1.743,True,True,True,True
132,12100,17,10,0.5882352941176471,1.662,1.421,True,True,True,True
140,12101,23,13,0.5652173913043478,2.696,2.038,True,True,True,True
143,12101,17,6,0.35294117647058826,1.763,1.254,True,True,True,True
149,12150,20,11,0.55,2.214,1.701,True,True,True,True
151,12150,24,10,0.4166666666666667,3.841,2.161,True,True,True,True
162,12321,84,0,0.0,7.241,0.654,True,False,False,False
166,12321,28,21,0.75,4.844,2.998,True,True,True,True
180,12426,20,14,0.7,1.879,2.15,True,True,True,True
181,12426,19,9,0.47368421052631576,1.602,1.112,True,True,True,True
183,12426,19,5,0.2631578947368421,1.969,0.638,True,True,True,True
193,12483,19,14,0.7368421052631579,2.375,1.768,True,True,True,True
197,12524,18,4,0.2222222222222222,2.185,0.77,True,True,True,True
208,12534,19,0,0.0,2.261,0.633,True,False,False,False
218,12534,27,5,0.18518518518518517,4.098,0.725,True,True,True,False
220,12534,27,4,0.14814814814814814,4.202,0.808,True,True,True,True
222,12551,-1,-1,nan,0.0,0.0,False,False,False,
224,12551,19,0,0.0,1.988,0.579,True,False,False,False
232,12551,19,7,0.3684210526315789,2.889,0.959,True,True,True,False
235,12551,13,23,1.7692307692307692,1.488,3.351,True,True,True,False
241,12551,18,5,0.2777777777777778,2.348,0.844,True,True,True,True
248,12776,-1,-1,nan,0.0,0.0,False,False,False,
251,12776,29,10,0.3448275862068966,4.693,1.658,True,True,True,True
255,12776,28,5,0.17857142857142858,4.143,0.994,True,True,True,True
258,12790,34,21,0.6176470588235294,4.387,2.28,True,True,True,True
261,12790,17,14,0.8235294117647058,1.856,1.74,True,True,True,True
273,12798,17,8,0.47058823529411764,1.346,0.653,True,True,True,True
278,12798,18,4,0.2222222222222222,1.999,0.491,True,True,True,False
284,12798,17,5,0.29411764705882354,2.451,0.678,True,True,True,True
299,12804,-1,-1,nan,0.0,0.0,False,False,False,
307,12839,18,5,0.2777777777777778,1.867,0.72,True,True,True,True
312,12839,15,0,0.0,1.493,0.601,True,False,False,False
315,12863,17,6,0.35294117647058826,1.978,0.878,True,True,True,True
319,12863,18,7,0.3888888888888889,1.642,0.871,True,True,True,False
325,12863,15,0,0.0,1.587,0.474,True,False,False,False
326,12863,15,4,0.26666666666666666,1.47,0.546,True,True,True,True
329,12863,16,4,0.25,1.625,0.779,True,True,True,True
331,12863,27,16,0.5925925925925926,4.325,2.071,True,True,True,True
337,12906,22,8,0.36363636363636365,2.887,0.718,True,True,True,True
340,12906,20,6,0.3,1.725,0.801,True,True,True,True
343,12906,-1,-1,nan,0.0,0.0,False,False,False,
344,12936,44,0,0.0,3.744,0.5,True,False,False,False
345,12936,20,12,0.6,1.824,0.882,True,True,True,True
364,12959,16,12,0.75,1.53,1.312,True,True,True,True
365,12959,20,4,0.2,2.406,0.871,True,True,True,True
366,12961,-1,-1,nan,0.0,0.0,False,False,False,
369,12961,17,12,0.7058823529411765,1.752,1.711,True,True,True,True
373,12961,16,3,0.1875,1.608,0.734,True,True,True,True
380,13012,-1,-1,nan,0.0,0.0,False,False,False,
381,13012,20,8,0.4,2.293,1.062,True,True,True,True
384,13012,17,9,0.5294117647058824,1.437,1.481,True,True,True,True
390,13012,27,0,0.0,3.759,0.592,True,False,False,False
392,13012,15,6,0.4,2.136,1.044,True,True,True,True
395,13014,-1,-1,nan,0.0,0.0,False,False,False,
405,13014,20,14,0.7,2.496,1.122,True,True,True,True
406,13014,-1,-1,nan,0.0,0.0,False,False,False,
412,13014,30,12,0.4,3.522,0.71,True,True,True,False
414,13014,14,10,0.7142857142857143,1.694,0.692,True,True,True,False
419,13016,17,3,0.17647058823529413,1.644,0.563,True,True,True,False
420,13016,17,4,0.23529411764705882,1.79,0.649,True,True,True,True
425,13029,-1,-1,nan,0.0,0.0,False,False,False,
428,13029,-1,-1,nan,0.0,0.0,False,False,False,
430,13029,-1,-1,nan,0.0,0.0,False,False,False,
432,13058,16,6,0.375,1.359,0.854,True,True,True,True
436,13058,23,8,0.34782608695652173,2.421,0.791,True,True,True,True
439,13103,35,27,0.7714285714285715,3.314,1.903,True,True,True,True
441,13103,16,15,0.9375,2.125,2.545,True,True,True,True
451,13103,18,17,0.9444444444444444,2.346,2.757,True,True,True,True
