# checkpoint=results/bilinear_frozen/pretrained/N6000/seed1/morphgse_best.pth
# n_pairs=1000, seed=42
# median_ratio=0.3125  bootstrap_ci95=[0.2941, 0.3333]  n_boot=1000
idx,shot_id,iters_cold,iters_warm,ratio,t_cold_s,t_warm_s,converged_cold,converged_warm,converged_both,psi_consistent
19,11815,15,4,0.26666666666666666,1.225,0.573,True,True,True,True
21,11815,17,7,0.4117647058823529,2.036,1.478,True,True,True,True
24,11816,50,6,0.12,5.829,0.53,True,True,True,False
26,11816,16,5,0.3125,1.643,0.936,True,True,True,False
27,11816,20,4,0.2,2.471,0.669,True,True,True,True
29,11816,21,9,0.42857142857142855,2.86,1.139,True,True,True,True
34,11816,18,5,0.2777777777777778,1.626,0.981,True,True,True,True
39,11816,19,3,0.15789473684210525,1.777,0.712,True,True,True,True
53,11818,14,4,0.2857142857142857,1.369,0.685,True,True,True,False
54,11818,14,10,0.7142857142857143,1.496,1.677,True,True,True,False
56,11818,14,4,0.2857142857142857,1.54,0.838,True,True,True,False
65,11840,16,9,0.5625,2.009,1.41,True,True,True,False
71,11840,19,17,0.8947368421052632,1.98,2.857,True,True,True,True
73,11840,26,4,0.15384615384615385,3.958,0.708,True,True,True,True
75,11840,19,9,0.47368421052631576,2.043,1.695,True,True,True,True
85,11840,16,4,0.25,1.707,0.481,True,True,True,True
86,11840,19,3,0.15789473684210525,3.043,0.789,True,True,True,False
88,11840,16,4,0.25,2.332,0.806,True,True,True,False
89,11840,15,5,0.3333333333333333,1.649,0.621,True,True,True,True
102,12089,16,6,0.375,1.592,0.697,True,True,True,True
107,12089,14,6,0.42857142857142855,1.313,0.591,True,True,True,False
117,12089,22,5,0.22727272727272727,2.283,0.939,True,True,True,True
129,12100,22,10,0.45454545454545453,2.788,1.56,True,True,True,False
130,12100,23,9,0.391304347826087,2.709,1.504,True,True,True,True
132,12100,17,8,0.47058823529411764,1.651,1.619,True,True,True,True
140,12101,23,7,0.30434782608695654,2.24,0.827,True,True,True,False
143,12101,17,3,0.17647058823529413,1.914,1.014,True,True,True,True
149,12150,20,6,0.3,2.667,0.988,True,True,True,True
151,12150,24,4,0.16666666666666666,3.355,0.602,True,True,True,True
162,12321,84,7,0.08333333333333333,6.73,0.539,True,True,True,False
166,12321,28,24,0.8571428571428571,4.157,3.213,True,True,True,True
180,12426,20,4,0.2,2.316,0.759,True,True,True,True
181,12426,19,3,0.15789473684210525,1.74,0.582,True,True,True,False
183,12426,19,6,0.3157894736842105,2.299,1.383,True,True,True,True
193,12483,19,7,0.3684210526315789,2.435,0.837,True,True,True,True
197,12524,18,3,0.16666666666666666,1.459,0.524,True,True,True,False
208,12534,19,4,0.21052631578947367,2.422,0.839,True,True,True,True
218,12534,27,3,0.1111111111111111,4.228,0.604,True,True,True,True
220,12534,27,4,0.14814814814814814,4.005,0.676,True,True,True,True
222,12551,32,24,0.75,3.26,2.754,True,True,True,True
224,12551,19,4,0.21052631578947367,2.455,0.858,True,True,True,True
232,12551,19,2,0.10526315789473684,2.649,0.477,True,True,True,False
235,12551,13,15,1.1538461538461537,1.343,2.061,True,True,True,True
241,12551,18,3,0.16666666666666666,2.521,0.861,True,True,True,False
248,12776,16,6,0.375,1.41,1.204,True,True,True,True
251,12776,29,4,0.13793103448275862,3.758,0.854,True,True,True,True
255,12776,28,4,0.14285714285714285,3.842,0.779,True,True,True,True
258,12790,34,34,1.0,4.264,2.916,True,True,True,True
261,12790,17,3,0.17647058823529413,1.978,0.639,True,True,True,True
273,12798,17,8,0.47058823529411764,1.594,1.516,True,True,True,True
278,12798,18,4,0.2222222222222222,1.481,0.516,True,True,True,False
284,12798,17,3,0.17647058823529413,2.051,0.625,True,True,True,True
299,12804,20,3,0.15,2.336,0.84,True,True,True,True
307,12839,18,4,0.2222222222222222,2.162,0.616,True,True,True,False
312,12839,15,4,0.26666666666666666,1.74,0.846,True,True,True,True
315,12863,17,2,0.11764705882352941,1.998,0.591,True,True,True,False
319,12863,18,3,0.16666666666666666,2.332,0.795,True,True,True,False
325,12863,15,5,0.3333333333333333,1.616,1.494,True,True,True,True
326,12863,15,9,0.6,1.492,0.77,True,True,True,False
329,12863,16,4,0.25,1.326,0.732,True,True,True,True
331,12863,27,18,0.6666666666666666,4.59,2.4,True,True,True,True
337,12906,22,5,0.22727272727272727,2.358,0.635,True,True,True,True
340,12906,20,4,0.2,2.208,0.733,True,True,True,False
343,12906,25,3,0.12,3.059,0.418,True,True,True,True
344,12936,44,4,0.09090909090909091,3.944,0.652,True,True,True,False
345,12936,20,4,0.2,2.24,0.57,True,True,True,True
364,12959,16,3,0.1875,1.924,0.656,True,True,True,False
365,12959,20,3,0.15,2.252,0.975,True,True,True,True
366,12961,57,12,0.21052631578947367,7.077,0.763,True,True,True,True
369,12961,17,3,0.17647058823529413,1.524,0.513,True,True,True,True
373,12961,16,9,0.5625,1.557,1.553,True,True,True,True
380,13012,28,25,0.8928571428571429,3.03,1.894,True,True,True,True
381,13012,20,3,0.15,2.471,0.915,True,True,True,True
384,13012,17,4,0.23529411764705882,1.467,0.419,True,True,True,False
390,13012,27,9,0.3333333333333333,3.925,1.074,True,True,True,True
392,13012,15,5,0.3333333333333333,1.673,0.805,True,True,True,True
395,13014,16,9,0.5625,1.729,0.555,True,True,True,True
405,13014,20,9,0.45,2.515,0.678,True,True,True,True
406,13014,19,15,0.7894736842105263,2.435,1.839,True,True,True,True
412,13014,30,21,0.7,6.008,1.917,True,True,True,False
414,13014,14,17,1.2142857142857142,1.434,1.469,True,True,True,False
